"filename","full_date","year","year_month","article_count","article_counts_per_issue","article_length_chars","article_length_words","newspaper","headline"
"1863-07-22_04.txt","1863-07-22","1864","1864-02",28,8,919,127,"PC","Wochenschau."
"1863-07-22_05.txt","1863-07-22","1864","1864-02",29,8,1559,210,"PC","Wochenschau."
"1863-07-22_06.txt","1863-07-22","1864","1864-02",30,8,934,119,"PC","Wochenschau."
"1863-07-22_07.txt","1863-07-22","1864","1864-02",31,8,412,53,"PC","Wochenschau."
"1863-07-22_08.txt","1863-07-22","1864","1864-02",32,8,2776,375,"PC","Wochenschau."
"1863-07-29_01.txt","1863-07-29","1864","1864-02",33,5,6473,896,"PC","König Wilhelm und die Verfassung."
"1863-07-29_02.txt","1863-07-29","1864","1864-02",34,5,2563,336,"PC","Ohne Überschrift"
"1863-07-29_03.txt","1863-07-29","1864","1864-02",35,5,1366,194,"PC","Wochenschau."
"1863-07-29_04.txt","1863-07-29","1864","1864-02",36,5,6684,918,"PC","Wochenschau."
"1863-07-29_05.txt","1863-07-29","1864","1864-02",37,5,953,125,"PC","Wochenschau."
"1863-08-05_01.txt","1863-08-05","1864","1864-02",38,8,7317,999,"PC","Die Verfassung und der Fortschritt."
"1863-08-05_02.txt","1863-08-05","1864","1864-02",39,8,2466,310,"PC","Die Zusammenkunft in Gastein."
"1863-08-05_03.txt","1863-08-05","1864","1864-02",40,8,1071,135,"PC","Wochenschau."
"1863-08-05_04.txt","1863-08-05","1864","1864-02",41,8,442,58,"PC","Wochenschau."
"1863-08-05_05.txt","1863-08-05","1864","1864-02",42,8,2381,341,"PC","Wochenschau."
"1863-08-05_06.txt","1863-08-05","1864","1864-02",43,8,549,66,"PC","Wochenschau."
"1863-08-05_07.txt","1863-08-05","1864","1864-02",44,8,2751,375,"PC","Wochenschau."
"1863-08-05_08.txt","1863-08-05","1864","1864-02",45,8,1174,160,"PC","Wochenschau."
"1863-08-12_01.txt","1863-08-12","1864","1864-02",46,9,7908,1056,"PC","Preußen und die Bundesreform."
"1863-08-12_02.txt","1863-08-12","1864","1864-02",47,9,468,55,"PC","Wochenschau."
"1863-08-12_03.txt","1863-08-12","1864","1864-02",48,9,320,38,"PC","Wochenschau."
"1863-08-12_04.txt","1863-08-12","1864","1864-02",49,9,490,73,"PC","Wochenschau."
"1863-08-12_05.txt","1863-08-12","1864","1864-02",50,9,1181,153,"PC","Wochenschau."
"1863-08-12_06.txt","1863-08-12","1864","1864-02",51,9,1251,163,"PC","Wochenschau."
"1863-08-12_07.txt","1863-08-12","1864","1864-02",52,9,4168,593,"PC","Wochenschau."
"1863-08-12_08.txt","1863-08-12","1864","1864-02",53,9,718,100,"PC","Wochenschau."
"1863-08-12_09.txt","1863-08-12","1864","1864-02",54,9,1514,209,"PC","Wochenschau."
"1863-08-19_01.txt","1863-08-19","1864","1864-02",55,8,6144,840,"PC","Der Frankfurter Fürstentag ohne Preußen."
"1863-08-19_02.txt","1863-08-19","1864","1864-02",56,8,511,75,"PC","Ohne Überschrift"
"1863-08-19_03.txt","1863-08-19","1864","1864-02",57,8,1252,185,"PC","Ohne Überschrift"
"1863-08-19_04.txt","1863-08-19","1864","1864-02",58,8,1053,130,"PC","Ohne Überschrift"
"1863-08-19_05.txt","1863-08-19","1864","1864-02",59,8,6366,877,"PC","Ohne Überschrift"
"1863-08-19_06.txt","1863-08-19","1864","1864-02",60,8,1177,156,"PC","Ohne Überschrift"
"1863-08-19_07.txt","1863-08-19","1864","1864-02",61,8,4246,575,"PC","Der Frankfurter Fürstentag ohne Preußen."
"1863-08-19_08.txt","1863-08-19","1864","1864-02",62,8,1858,266,"PC","Wochenschau."
"1863-08-26_01.txt","1863-08-26","1864","1864-02",63,7,7236,922,"PC","Preußen und die österreichischen Reform-Projekte."
"1863-08-26_02.txt","1863-08-26","1864","1864-02",64,7,5179,704,"PC","Die Erinnerungsfeier der Schlacht bei Großbeeren."
"1863-08-26_03.txt","1863-08-26","1864","1864-02",65,7,1525,198,"PC","Wochenschau."
"1863-08-26_04.txt","1863-08-26","1864","1864-02",66,7,491,70,"PC","Wochenschau."
"1863-08-26_05.txt","1863-08-26","1864","1864-02",67,7,754,107,"PC","Wochenschau."
"1863-08-26_06.txt","1863-08-26","1864","1864-02",68,7,638,86,"PC","Wochenschau."
"1863-08-26_07.txt","1863-08-26","1864","1864-02",69,7,1880,235,"PC","Wochenschau."
"1863-09-02_01.txt","1863-09-02","1864","1864-02",70,8,9634,1295,"PC","Das Turnen und die Politik."
"1863-09-02_02.txt","1863-09-02","1864","1864-02",71,8,213,31,"PC","Ohne Überschrift"
"1863-09-02_03.txt","1863-09-02","1864","1864-02",72,8,1889,262,"PC","Ohne Überschrift"
"1863-09-02_04.txt","1863-09-02","1864","1864-02",73,8,3084,416,"PC","Ohne Überschrift"
"1863-09-02_05.txt","1863-09-02","1864","1864-02",74,8,1448,207,"PC","Ohne Überschrift"
"1863-09-02_06.txt","1863-09-02","1864","1864-02",75,8,2088,292,"PC","Ohne Überschrift"
"1863-09-02_07.txt","1863-09-02","1864","1864-02",76,8,8748,1182,"PC","Das Turnen und die Politik."
"1863-09-02_08.txt","1863-09-02","1864","1864-02",77,8,846,114,"PC","Wochenschau."
"1863-09-09_01.txt","1863-09-09","1864","1864-02",78,7,6270,831,"PC","Die Auflösung und die Neuwahlen."
"1863-09-09_02.txt","1863-09-09","1864","1864-02",79,7,2991,373,"PC","Wochenschau."
"1863-09-09_03.txt","1863-09-09","1864","1864-02",80,7,1767,232,"PC","Wochenschau."
"1863-09-09_04.txt","1863-09-09","1864","1864-02",81,7,2745,375,"PC","Wochenschau."
"1863-09-09_05.txt","1863-09-09","1864","1864-02",82,7,1511,245,"PC","Wochenschau."
"1863-09-09_06.txt","1863-09-09","1864","1864-02",83,7,1226,167,"PC","Wochenschau."
"1863-09-09_07.txt","1863-09-09","1864","1864-02",84,7,1250,174,"PC","Wochenschau."
"1863-09-16_01.txt","1863-09-16","1864","1864-02",85,6,5668,736,"PC","An alle Patrioten."
"1863-09-16_02.txt","1863-09-16","1864","1864-02",86,6,4508,633,"PC","Wahl-Aufruf."
"1863-09-16_03.txt","1863-09-16","1864","1864-02",87,6,4779,644,"PC","Wochenschau."
"1863-09-16_04.txt","1863-09-16","1864","1864-02",88,6,747,100,"PC","Wochenschau."
"1863-09-16_05.txt","1863-09-16","1864","1864-02",89,6,927,123,"PC","Wochenschau."
"1863-09-16_06.txt","1863-09-16","1864","1864-02",90,6,1069,136,"PC","Wochenschau."
"1863-09-23_01.txt","1863-09-23","1864","1864-02",91,6,5516,776,"PC","Das Wählen."
"1863-09-23_02.txt","1863-09-23","1864","1864-02",92,6,5663,760,"PC","Preußen und die Polensache."
"1863-09-23_03.txt","1863-09-23","1864","1864-02",93,6,2596,344,"PC","Wochenschau."
"1863-09-23_04.txt","1863-09-23","1864","1864-02",94,6,1373,191,"PC","Wochenschau."
"1863-09-23_05.txt","1863-09-23","1864","1864-02",95,6,1358,165,"PC","Wochenschau."
"1863-09-23_06.txt","1863-09-23","1864","1864-02",96,6,1448,201,"PC","Wochenschau."
"1863-09-30_01.txt","1863-09-30","1864","1864-02",97,6,8103,1093,"PC","Wie soll Friede werden?"
"1863-09-30_02.txt","1863-09-30","1864","1864-02",98,6,1864,250,"PC","Wochenschau."
"1863-09-30_03.txt","1863-09-30","1864","1864-02",99,6,431,59,"PC","Wochenschau."
"1863-09-30_04.txt","1863-09-30","1864","1864-02",100,6,2495,366,"PC","Wochenschau."
"1863-09-30_05.txt","1863-09-30","1864","1864-02",101,6,2764,344,"PC","Wochenschau."
"1863-09-30_06.txt","1863-09-30","1864","1864-02",102,6,2092,287,"PC","Wochenschau."
"1863-10-07_01.txt","1863-10-07","1864","1864-02",103,9,3933,555,"PC","Zu den Wahlen."
"1863-10-07_02.txt","1863-10-07","1864","1864-02",104,9,5291,683,"PC","Die Regierung und die Beamten."
"1863-10-07_03.txt","1863-10-07","1864","1864-02",105,9,398,56,"PC","Ohne Überschrift"
"1863-10-07_04.txt","1863-10-07","1864","1864-02",106,9,3047,376,"PC","Ohne Überschrift"
"1863-10-07_05.txt","1863-10-07","1864","1864-02",107,9,2009,263,"PC","Ohne Überschrift"
"1863-10-07_06.txt","1863-10-07","1864","1864-02",108,9,2202,292,"PC","Ohne Überschrift"
"1863-10-07_07.txt","1863-10-07","1864","1864-02",109,9,809,119,"PC","Ohne Überschrift"
"1863-10-07_08.txt","1863-10-07","1864","1864-02",110,9,4275,556,"PC","Die Regierung und die Beamten."
"1863-10-07_09.txt","1863-10-07","1864","1864-02",111,9,991,128,"PC","Wochenschau."
"1863-10-14_01.txt","1863-10-14","1864","1864-02",112,8,5006,662,"PC","Ein Königs-Wort zu den Wahlen."
"1863-10-14_02.txt","1863-10-14","1864","1864-02",113,8,5716,757,"PC","Das Ministerium Bismarck."
"1863-10-14_03.txt","1863-10-14","1864","1864-02",114,8,690,92,"PC","Wochenschau."
"1863-10-14_04.txt","1863-10-14","1864","1864-02",115,8,1929,285,"PC","Wochenschau."
"1863-10-14_05.txt","1863-10-14","1864","1864-02",116,8,1339,187,"PC","Wochenschau."
"1863-10-14_06.txt","1863-10-14","1864","1864-02",117,8,504,72,"PC","Wochenschau."
"1863-10-14_07.txt","1863-10-14","1864","1864-02",118,8,654,88,"PC","Wochenschau."
"1863-10-14_08.txt","1863-10-14","1864","1864-02",119,8,1037,135,"PC","Wochenschau."
"1863-10-21_01.txt","1863-10-21","1864","1864-02",120,6,5687,797,"PC","Der König und der Fortschritt."
"1863-10-21_02.txt","1863-10-21","1864","1864-02",121,6,1692,234,"PC","Ohne Überschrift"
"1863-10-21_03.txt","1863-10-21","1864","1864-02",122,6,4550,629,"PC","Wochenschau."
"1863-10-21_04.txt","1863-10-21","1864","1864-02",123,6,2175,306,"PC","Wochenschau."
"1863-10-21_05.txt","1863-10-21","1864","1864-02",124,6,2293,302,"PC","Wochenschau."
"1863-10-21_06.txt","1863-10-21","1864","1864-02",125,6,1067,143,"PC","Wochenschau."
"1863-10-28_01.txt","1863-10-28","1864","1864-02",126,7,5098,721,"PC","Am Vorabend der Wahlen."
"1863-10-28_02.txt","1863-10-28","1864","1864-02",127,7,3585,504,"PC","Wochenschau."
"1863-10-28_03.txt","1863-10-28","1864","1864-02",128,7,1920,270,"PC","Wochenschau."
"1863-10-28_04.txt","1863-10-28","1864","1864-02",129,7,486,63,"PC","Wochenschau."
"1863-10-28_05.txt","1863-10-28","1864","1864-02",130,7,2152,288,"PC","Wochenschau."
"1863-10-28_06.txt","1863-10-28","1864","1864-02",131,7,2158,284,"PC","Wochenschau."
"1863-10-28_07.txt","1863-10-28","1864","1864-02",132,7,2084,277,"PC","Wochenschau."
"1863-11-04_01.txt","1863-11-04","1864","1864-02",133,9,6894,936,"PC","Die Regierung und der Staatshaushalt."
"1863-11-04_02.txt","1863-11-04","1864","1864-02",134,9,3181,450,"PC","Der Erfolg der letzten Wahlen."
"1863-11-04_03.txt","1863-11-04","1864","1864-02",135,9,376,44,"PC","Wochenschau."
"1863-11-04_04.txt","1863-11-04","1864","1864-02",136,9,614,87,"PC","Wochenschau."
"1863-11-04_05.txt","1863-11-04","1864","1864-02",137,9,1111,163,"PC","Wochenschau."
"1863-11-04_06.txt","1863-11-04","1864","1864-02",138,9,1042,138,"PC","Wochenschau."
"1863-11-04_07.txt","1863-11-04","1864","1864-02",139,9,1233,168,"PC","Wochenschau."
"1863-11-04_08.txt","1863-11-04","1864","1864-02",140,9,2328,314,"PC","Wochenschau."
"1863-11-04_09.txt","1863-11-04","1864","1864-02",141,9,944,117,"PC","Wochenschau."
"1863-11-11_01.txt","1863-11-11","1864","1864-02",142,10,6404,874,"PC","Die Thronrede unsers Königs."
"1863-11-11_02.txt","1863-11-11","1864","1864-02",143,10,3229,469,"PC","Ohne Überschrift"
"1863-11-11_03.txt","1863-11-11","1864","1864-02",144,10,1600,212,"PC","Wochenschau."
"1863-11-11_04.txt","1863-11-11","1864","1864-02",145,10,503,72,"PC","Wochenschau."
"1863-11-11_05.txt","1863-11-11","1864","1864-02",146,10,551,75,"PC","Wochenschau."
"1863-11-11_06.txt","1863-11-11","1864","1864-02",147,10,1167,145,"PC","Wochenschau."
"1863-11-11_07.txt","1863-11-11","1864","1864-02",148,10,862,112,"PC","Wochenschau."
"1863-11-11_08.txt","1863-11-11","1864","1864-02",149,10,866,96,"PC","Wochenschau."
"1863-11-11_09.txt","1863-11-11","1864","1864-02",150,10,596,80,"PC","Wochenschau."
"1863-11-11_10.txt","1863-11-11","1864","1864-02",151,10,1838,248,"PC","Wochenschau."
"1863-11-18_01.txt","1863-11-18","1864","1864-02",152,8,7216,959,"PC","Eine Adresse an den König."
"1863-11-18_02.txt","1863-11-18","1864","1864-02",153,8,642,73,"PC","Wochenschau."
"1863-11-18_03.txt","1863-11-18","1864","1864-02",154,8,322,45,"PC","Wochenschau."
"1863-11-18_04.txt","1863-11-18","1864","1864-02",155,8,2659,381,"PC","Wochenschau."
"1863-11-18_05.txt","1863-11-18","1864","1864-02",156,8,3099,406,"PC","Wochenschau."
"1863-11-18_06.txt","1863-11-18","1864","1864-02",157,8,1821,254,"PC","Wochenschau."
"1863-11-18_07.txt","1863-11-18","1864","1864-02",158,8,480,55,"PC","Wochenschau."
"1863-11-18_08.txt","1863-11-18","1864","1864-02",159,8,1179,152,"PC","Wochenschau."
"1863-11-25_01.txt","1863-11-25","1864","1864-02",160,6,6892,951,"PC","Die Aufhebung der Preßverordnung."
"1863-11-25_02.txt","1863-11-25","1864","1864-02",161,6,4541,591,"PC","Ohne Überschrift"
"1863-11-25_03.txt","1863-11-25","1864","1864-02",162,6,551,59,"PC","Wochenschau."
"1863-11-25_04.txt","1863-11-25","1864","1864-02",163,6,329,47,"PC","Wochenschau."
"1863-11-25_05.txt","1863-11-25","1864","1864-02",164,6,2510,346,"PC","Wochenschau."
"1863-11-25_06.txt","1863-11-25","1864","1864-02",165,6,2905,406,"PC","Wochenschau."
"1863-12-02_01.txt","1863-12-02","1864","1864-02",166,4,6207,829,"PC","Eine merkwürdige Kommission."
"1863-12-02_02.txt","1863-12-02","1864","1864-02",167,4,363,40,"PC","Wochenschau."
"1863-12-02_03.txt","1863-12-02","1864","1864-02",168,4,9086,1194,"PC","Wochenschau."
"1863-12-02_04.txt","1863-12-02","1864","1864-02",169,4,2065,286,"PC","Wochenschau."
"1863-12-09_01.txt","1863-12-09","1864","1864-02",170,5,8207,1113,"PC","Die Schleswig-Holsteinische Sache."
"1863-12-09_02.txt","1863-12-09","1864","1864-02",171,5,1194,141,"PC","Wochenschau."
"1863-12-09_03.txt","1863-12-09","1864","1864-02",172,5,4207,587,"PC","Wochenschau."
"1863-12-09_04.txt","1863-12-09","1864","1864-02",173,5,1980,252,"PC","Wochenschau."
"1863-12-09_05.txt","1863-12-09","1864","1864-02",174,5,2501,343,"PC","Wochenschau."
"1863-12-16_01.txt","1863-12-16","1864","1864-02",175,7,6335,827,"PC","Der Stand der schleswig-holsteinischen Sache."
"1863-12-16_02.txt","1863-12-16","1864","1864-02",176,7,1648,211,"PC","Wochenschau."
"1863-12-16_03.txt","1863-12-16","1864","1864-02",177,7,493,64,"PC","Wochenschau."
"1863-12-16_04.txt","1863-12-16","1864","1864-02",178,7,2831,385,"PC","Wochenschau."
"1863-12-16_05.txt","1863-12-16","1864","1864-02",179,7,1225,172,"PC","Wochenschau."
"1863-12-16_06.txt","1863-12-16","1864","1864-02",180,7,3890,500,"PC","Wochenschau."
"1863-12-16_07.txt","1863-12-16","1864","1864-02",181,7,1311,165,"PC","Wochenschau."
"1863-12-23_01.txt","1863-12-23","1864","1864-02",182,4,8202,1116,"PC","Zwei Adressen."
"1863-12-23_02.txt","1863-12-23","1864","1864-02",183,4,1133,144,"PC","Wochenschau."
"1863-12-23_03.txt","1863-12-23","1864","1864-02",184,4,2713,379,"PC","Wochenschau."
"1863-12-23_04.txt","1863-12-23","1864","1864-02",185,4,6276,840,"PC","Wochenschau."
"1863-12-30_01.txt","1863-12-30","1864","1864-02",186,5,3798,567,"PC","Die Weihnachtslosung."
"1863-12-30_02.txt","1863-12-30","1864","1864-02",187,5,5388,725,"PC","Die Erwiderung Sr. Majestät des Königs"
"1863-12-30_03.txt","1863-12-30","1864","1864-02",188,5,8308,1111,"PC","Ohne Überschrift"
"1863-12-30_04.txt","1863-12-30","1864","1864-02",189,5,4670,643,"PC","Die Erwiderung Sr. Majestät des Königs"
"1863-12-30_05.txt","1863-12-30","1864","1864-02",190,5,693,83,"PC","Wochenschau."
"1864-01-06_01.txt","1864-01-06","1864","1864-02",191,5,6320,844,"PC","Was wird nun das Abgeordnetenhaus thun?"
"1864-01-06_02.txt","1864-01-06","1864","1864-02",192,5,547,64,"PC","Wochenschau."
"1864-01-06_03.txt","1864-01-06","1864","1864-02",193,5,325,46,"PC","Wochenschau."
"1864-01-06_04.txt","1864-01-06","1864","1864-02",194,5,6444,866,"PC","Wochenschau."
"1864-01-06_05.txt","1864-01-06","1864","1864-02",195,5,4334,574,"PC","Wochenschau."
"1864-01-13_01.txt","1864-01-13","1864","1864-02",196,7,5587,767,"PC","Rede des Kriegs-Ministers."
"1864-01-13_02.txt","1864-01-13","1864","1864-02",197,7,4483,591,"PC","Wochenschau."
"1864-01-13_03.txt","1864-01-13","1864","1864-02",198,7,719,93,"PC","Wochenschau."
"1864-01-13_04.txt","1864-01-13","1864","1864-02",199,7,670,88,"PC","Wochenschau."
"1864-01-13_05.txt","1864-01-13","1864","1864-02",200,7,1019,142,"PC","Wochenschau."
"1864-01-13_06.txt","1864-01-13","1864","1864-02",201,7,431,53,"PC","Wochenschau."
"1864-01-13_07.txt","1864-01-13","1864","1864-02",202,7,5278,691,"PC","Wochenschau."
"1864-01-20_01.txt","1864-01-20","1864","1864-02",203,6,6140,779,"PC","Das Abgeordnetenhaus und der Landesverrath."
"1864-01-20_02.txt","1864-01-20","1864","1864-02",204,6,778,98,"PC","Wochenschau."
"1864-01-20_03.txt","1864-01-20","1864","1864-02",205,6,815,113,"PC","Wochenschau."
"1864-01-20_04.txt","1864-01-20","1864","1864-02",206,6,2419,320,"PC","Wochenschau."
"1864-01-20_05.txt","1864-01-20","1864","1864-02",207,6,3682,492,"PC","Wochenschau."
"1864-01-20_06.txt","1864-01-20","1864","1864-02",208,6,4146,540,"PC","Wochenschau."
"1864-01-27_01.txt","1864-01-27","1864","1864-02",209,4,6538,813,"PC","Der Schluß des Landtags."
"1864-01-27_02.txt","1864-01-27","1864","1864-02",210,4,4059,527,"PC","Preußens Stellung zu Schleswig-Holstein"
"1864-01-27_03.txt","1864-01-27","1864","1864-02",211,4,3966,544,"PC","Wochenschau."
"1864-01-27_04.txt","1864-01-27","1864","1864-02",212,4,3312,468,"PC","Wochenschau."
"1864-02-03_01.txt","1864-02-03","1864","1864-02",213,5,6536,898,"PC","Was wird die Regierung jetzt nach dem Schlusse des Landtags thun?"
"1864-02-03_02.txt","1864-02-03","1864","1864-02",214,5,2070,262,"PC","Wochenschau."
"1864-02-03_03.txt","1864-02-03","1864","1864-02",215,5,3076,471,"PC","Wochenschau."
"1864-02-03_04.txt","1864-02-03","1864","1864-02",216,5,889,120,"PC","Wochenschau."
"1864-02-03_05.txt","1864-02-03","1864","1864-02",217,5,5194,661,"PC","Wochenschau."
"1864-02-10_01.txt","1864-02-10","1864","1864-02",218,11,4662,610,"PC","Der Feldzug in Schleswig."
"1864-02-10_02.txt","1864-02-10","1864","1864-02",219,11,6833,936,"PC","Ohne Überschrift"
"1864-02-10_03.txt","1864-02-10","1864","1864-02",220,11,2997,386,"PC","Ohne Überschrift"
"1864-02-10_04.txt","1864-02-10","1864","1864-02",221,11,5277,786,"PC","Ohne Überschrift"
"1864-02-10_05.txt","1864-02-10","1864","1864-02",222,11,3659,509,"PC","Ohne Überschrift"
"1864-02-10_06.txt","1864-02-10","1864","1864-02",223,11,1557,213,"PC","Ohne Überschrift"
"1864-02-10_07.txt","1864-02-10","1864","1864-02",224,11,2902,411,"PC","Ohne Überschrift"
"1864-02-10_08.txt","1864-02-10","1864","1864-02",225,11,3223,468,"PC","Ohne Überschrift"
"1864-02-10_09.txt","1864-02-10","1864","1864-02",226,11,1732,227,"PC","Ohne Überschrift"
"1864-02-10_10.txt","1864-02-10","1864","1864-02",227,11,975,127,"PC","Ohne Überschrift"
"1864-02-10_11.txt","1864-02-10","1864","1864-02",228,11,2001,270,"PC","(Eine Folge der Armee-Reorganisation.)"
"1864-02-17_01.txt","1864-02-17","1864","1864-02",229,11,9492,1301,"PC","Der dänische Krieg und seine Ziele."
"1864-02-17_02.txt","1864-02-17","1864","1864-02",230,11,5262,703,"PC","Der Feldzug in Schleswig."
"1864-02-17_03.txt","1864-02-17","1864","1864-02",231,11,1778,231,"PC","Ohne Überschrift"
"1864-02-17_04.txt","1864-02-17","1864","1864-02",232,11,910,135,"PC","Ohne Überschrift"
"1864-02-17_05.txt","1864-02-17","1864","1864-02",233,11,2815,403,"PC","Ohne Überschrift"
"1864-02-17_06.txt","1864-02-17","1864","1864-02",234,11,462,71,"PC","Ohne Überschrift"
"1864-02-17_07.txt","1864-02-17","1864","1864-02",235,11,1712,230,"PC","Ohne Überschrift"
"1864-02-17_08.txt","1864-02-17","1864","1864-02",236,11,896,128,"PC","Ohne Überschrift"
"1864-02-17_09.txt","1864-02-17","1864","1864-02",237,11,7199,917,"PC","Ohne Überschrift"
"1864-02-17_10.txt","1864-02-17","1864","1864-02",238,11,1776,236,"PC","Ohne Überschrift"
"1864-02-17_11.txt","1864-02-17","1864","1864-02",239,11,4086,512,"PC","Ohne Überschrift"
"1864-02-24_01.txt","1864-02-24","1864","1864-02",240,14,6978,919,"PC","Der innere Streit in Deutschland."
"1864-02-24_02.txt","1864-02-24","1864","1864-02",241,14,3224,435,"PC","Ohne Überschrift"
"1864-02-24_03.txt","1864-02-24","1864","1864-02",242,14,2134,277,"PC","Ohne Überschrift"
"1864-02-24_04.txt","1864-02-24","1864","1864-02",243,14,6452,833,"PC","Der Feldzug in Schleswig."
"1864-02-24_05.txt","1864-02-24","1864","1864-02",244,14,1319,189,"PC","Ohne Überschrift"
"1864-02-24_06.txt","1864-02-24","1864","1864-02",245,14,1786,263,"PC","Ohne Überschrift"
"1864-02-24_07.txt","1864-02-24","1864","1864-02",246,14,366,47,"PC","Ohne Überschrift"
"1864-02-24_08.txt","1864-02-24","1864","1864-02",247,14,1604,209,"PC","Ohne Überschrift"
"1864-02-24_09.txt","1864-02-24","1864","1864-02",248,14,2638,355,"PC","Ohne Überschrift"
"1864-02-24_10.txt","1864-02-24","1864","1864-02",249,14,663,89,"PC","Ohne Überschrift"
"1864-02-24_11.txt","1864-02-24","1864","1864-02",250,14,2846,416,"PC","Ohne Überschrift"
"1864-02-24_12.txt","1864-02-24","1864","1864-02",251,14,1097,150,"PC","Ohne Überschrift"
"1864-02-24_13.txt","1864-02-24","1864","1864-02",252,14,1980,265,"PC","Ohne Überschrift"
"1864-02-24_14.txt","1864-02-24","1864","1864-02",253,14,4385,589,"PC","Ohne Überschrift"
"1864-03-02_01.txt","1864-03-02","1864","1864-02",254,8,6363,818,"PC","Eine deutsche Hoffnung."
"1864-03-02_02.txt","1864-03-02","1864","1864-02",255,8,3404,437,"PC","Die Konferenzen."
"1864-03-02_03.txt","1864-03-02","1864","1864-02",256,8,8489,1245,"PC","Ein Ehrentag unseres Königs."
"1864-03-02_04.txt","1864-03-02","1864","1864-02",257,8,8029,1063,"PC","Der Krieg in Schleswig."
"1864-03-02_05.txt","1864-03-02","1864","1864-02",258,8,477,66,"PC","Ohne Überschrift"
"1864-03-02_06.txt","1864-03-02","1864","1864-02",259,8,1176,164,"PC","Ohne Überschrift"
"1864-03-02_07.txt","1864-03-02","1864","1864-02",260,8,6134,887,"PC","Ohne Überschrift"
"1864-03-02_08.txt","1864-03-02","1864","1864-02",261,8,2794,360,"PC","Ohne Überschrift"
"1864-03-09_01.txt","1864-03-09","1864","1864-02",262,13,6876,921,"PC","Preußens Kriegsbereitschaft sonst und jetzt."
"1864-03-09_02.txt","1864-03-09","1864","1864-02",263,13,2914,401,"PC","Preußen, Oesterreich und die deutschen Staaten."
"1864-03-09_03.txt","1864-03-09","1864","1864-02",264,13,1430,189,"PC","Der Feldzug in Schleswig."
"1864-03-09_04.txt","1864-03-09","1864","1864-02",265,13,2910,415,"PC","Ohne Überschrift"
"1864-03-09_05.txt","1864-03-09","1864","1864-02",266,13,3030,427,"PC","Ohne Überschrift"
"1864-03-09_06.txt","1864-03-09","1864","1864-02",267,13,2361,300,"PC","Ohne Überschrift"
"1864-03-09_07.txt","1864-03-09","1864","1864-02",268,13,3132,447,"PC","Ohne Überschrift"
"1864-03-09_08.txt","1864-03-09","1864","1864-02",269,13,1015,135,"PC","Ohne Überschrift"
